Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood,score,text
93131,3Q5ToeIenRbDgvIkwV2L9L,Rashid Beibutov,Arshin Mul Ullun,Ana,9,496744,False,0.369,0.202,7,-9.251,1,0.0402,0.964,3.96e-06,0.0961,0.153,79.636,1,romance,sad,0.577013,Ana by Rashid Beibutov with mood sad
1184,0AJrAnMeFDG04VHuuvrC9Y,BaianaSystem,BaianaSystem,Jah Jah Revolta,30,321666,False,0.551,0.806,11,-8.328,0,0.0558,0.026,0.00122,0.0762,0.671,143.876,4,afrobeat,happy,0.05907700000000003,Jah Jah Revolta by BaianaSystem with mood happy
106634,2VY6Ugb5GUgWfUTpEEx85J,Barbados,Best Of Barbados 1994-2004,Kom hem,37,214400,False,0.687,0.756,9,-5.888,1,0.0308,0.0928,0.0,0.102,0.55,133.972,4,swedish,energetic,0.08683600000000001,Kom hem by Barbados with mood energetic
61194,44a9nS4c72m1vn6bnRUg3B,Nogizaka46,今が思い出になるまで (Complete Edition),ぼっち党,27,188013,False,0.563,0.921,1,-3.742,1,0.0792,0.0761,0.0,0.294,0.319,139.789,4,j-idol,energetic,0.3344020000000001,ぼっち党 by Nogizaka46 with mood energetic
34607,2TuXsld8011wMWRR7L4dbM,Papon;Anurag Saikia,Gullak: Season 3 (Music from the Original Series),Jhonka,35,272000,False,0.639,0.386,11,-11.403,1,0.0409,0.917,0.000147,0.109,0.249,119.95,1,folk,sad,0.34939700000000007,Jhonka by Papon;Anurag Saikia with mood sad
26952,3yF3TLEo1m1SMLLWyLH3hY,Cast - Sofia the First;Cinderella;Sofia,Sofia the First,True Sisters,35,154573,False,0.263,0.402,0,-7.661,1,0.0323,0.88,0.0,0.162,0.219,84.644,4,disney,neutral,0.37676500000000007,True Sisters by Cast - Sofia the First;Cinderella;Sofia with mood neutral
104434,7GIQAmUj07GOG2d70nO64D,Warcry,Alea Jacta Est,Despertar,31,336224,False,0.436,0.983,1,-3.171,0,0.121,0.0819,0.0256,0.283,0.11,149.997,4,spanish,energetic,0.622789,Despertar by Warcry with mood energetic
58560,0awlmildRdGcHEI3a5hA4r,Otep,Hydra,Crush,23,276840,True,0.546,0.966,6,-5.347,1,0.0961,0.0141,0.87,0.125,0.424,150.003,4,industrial,energetic,0.275332,Crush by Otep with mood energetic
12036,77uktQePd9IdeMPVWlu1cO,Beyond,華納廿三週年紀念精選系列 - Beyond,海闊天空,60,239506,False,0.311,0.311,5,-11.516,1,0.0323,0.69,0.0,0.195,0.369,76.951,4,cantopop,sad,0.269282,海闊天空 by Beyond with mood sad
103970,7s1upm7yr7ZjrzXMwHawtG,Marvin Gaye;Kygo,Sexual Healing (Kygo Remix),Sexual Healing - Kygo Remix,64,368316,False,0.689,0.68,0,-7.196,0,0.0427,0.321,0.0211,0.0431,0.646,100.987,4,soul,happy,0.030116000000000018,Sexual Healing - Kygo Remix by Marvin Gaye;Kygo with mood happy
100433,6ZS0k8tKY9Qj2pQO9lWHOQ,Los Enanitos Verdes,Contrareloj,Es una Máquina,38,218866,False,0.684,0.833,0,-6.371,1,0.031,0.0515,7.01e-06,0.045,0.569,137.581,4,ska,energetic,0.10765000000000002,Es una Máquina by Los Enanitos Verdes with mood energetic
78561,5ifm7cRUZWpABGJ5ShQMuR,Ikke Hüftgold;Ingo ohne Flamingo,Dicke Hits und Kartoffelsalat aus dem Märchenland,Schon wieder besoffen,28,201460,True,0.683,0.948,6,-3.181,1,0.101,0.124,0.0,0.399,0.603,135.007,4,party,happy,0.15991300000000003,Schon wieder besoffen by Ikke Hüftgold;Ingo ohne Flamingo with mood happy
6314,2gBbO8brlTYaLe0BDjvJLh,Harakiri for the Sky,Arson,"Fire, Walk with Me",44,548313,False,0.383,0.952,3,-4.88,0,0.0484,9.91e-06,0.000881,0.178,0.278,145.001,4,black-metal,energetic,0.39638799999999996,"Fire, Walk with Me by Harakiri for the Sky with mood energetic"
80054,0JBhoxPKHJc1ZeJrjSt0VO,Gajendra Verma,Tera Ghata,Tera Ghata,68,254173,False,0.718,0.573,1,-7.309,0,0.0451,0.458,0.00533,0.0953,0.686,180.043,4,pop-film,calm,0.013724999999999998,Tera Ghata by Gajendra Verma with mood calm
2649,2wmofaCfAaF9hdjEXmdfTO,Charlie Brown Jr.,Chegou Quem Faltava - Versão Completa (Ao Vivo),Confisco - Ao Vivo - Chegou Quem Faltava,47,181333,False,0.504,0.969,1,-5.439,1,0.11,0.000395,0.154,0.96,0.389,131.367,4,alt-rock,energetic,0.305082,Confisco - Ao Vivo - Chegou Quem Faltava by Charlie Brown Jr. with mood energetic
9756,3GLh1BAax9IkK1TchDyJHq,Tim Maia,Nuvens,Nuvens,43,169133,False,0.535,0.779,7,-6.865,0,0.0522,0.068,0.00196,0.16,0.769,112.548,4,brazil,happy,0.03300200000000002,Nuvens by Tim Maia with mood happy
21361,5Zez1biAREA2C8706kdlIb,Iyanya;Davido;Kizz Daniel,Like (feat. Kizz Daniel),Like (feat. Kizz Daniel),57,150545,False,0.745,0.709,2,-5.123,1,0.0511,0.0359,0.00986,0.118,0.791,109.961,4,dancehall,happy,0.011961999999999997,Like (feat. Kizz Daniel) by Iyanya;Davido;Kizz Daniel with mood happy
62790,2GIJcEKvpp2Ria2XR2jdg7,Naoto Inti Raymi,風歌キャラバン,Message,37,287440,False,0.573,0.795,4,-3.625,1,0.0261,0.077,0.0,0.18,0.434,89.032,4,j-pop,energetic,0.17198100000000008,Message by Naoto Inti Raymi with mood energetic
51820,6ULjJomtdRstnT9BPMAf9d,The Landers,Still Here,Swad Kutde,58,120000,False,0.853,0.511,7,-6.451,0,0.422,0.188,0.0,0.223,0.795,90.171,4,hip-hop,calm,0.007945999999999995,Swad Kutde by The Landers with mood calm
80339,2fifrxk02FYmyR484j0beA,Sonu Nigam,Devi Bhajan - Sonu Nigam,"Nanhe Nanhe Paon Mere (From ""Meri Maa"")",4,470251,False,0.663,0.806,0,-7.962,1,0.0623,0.672,1.66e-06,0.904,0.961,93.958,4,pop-film,happy,0.068357,"Nanhe Nanhe Paon Mere (From ""Meri Maa"") by Sonu Nigam with mood happy"
46077,1iGucHmN2U9G60sMaAzvfL,Lawineboys,10 Jaar Lawinegevaar,Wat Zullen We Drinken,28,189000,False,0.687,0.929,7,-3.794,1,0.173,0.0173,0.0,0.715,0.628,141.02,4,happy,happy,0.13782500000000006,Wat Zullen We Drinken by Lawineboys with mood happy
65559,5RBH8ypFAj5HTZTPRpI1XL,BLACKPINK,SQUARE UP,See U Later,62,198866,False,0.74,0.926,9,-3.965,0,0.112,0.0376,0.0,0.582,0.571,106.987,4,k-pop,energetic,0.15871700000000008,See U Later by BLACKPINK with mood energetic
18801,6ME9lVyEthFJ0QaTgKr1R0,Darryl Lenox,Blind Ambition,Politics Don't Affect Me,21,103280,True,0.546,0.703,9,-10.143,1,0.948,0.789,0.0,0.891,0.199,87.692,4,comedy,energetic,0.37181,Politics Don't Affect Me by Darryl Lenox with mood energetic
112953,0YC0W6d5o4xPkjAqJTAIgJ,Fredd,999,Beni Son Kez Gör,38,206590,False,0.349,0.481,7,-8.508,0,0.0374,0.559,1.87e-06,0.185,0.269,87.043,4,turkish,neutral,0.296122,Beni Son Kez Gör by Fredd with mood neutral
76860,6cy5hG9A8uYZiDeEIILLkB,Nana Mouskouri;Julio Iglesias,Nana Latina,Se Que Volveras,57,262800,False,0.533,0.498,2,-9.279,1,0.0246,0.601,0.00156,0.117,0.241,95.313,4,opera,neutral,0.3228850000000001,Se Que Volveras by Nana Mouskouri;Julio Iglesias with mood neutral
10693,6kSHrbLortxqHSO9riyIDO,Roni Size;Reprazent,New Forms (20th Anniversary Edition),Matter Of Fact,12,244826,False,0.465,0.853,11,-9.529,0,0.19,0.00148,0.835,0.237,0.133,169.804,4,breakbeat,energetic,0.5088980000000001,Matter Of Fact by Roni Size;Reprazent with mood energetic
73568,49KVtxjMNy8li0sQt4exTD,Apparat,Walls,Arcadia,43,310053,False,0.681,0.765,4,-8.075,0,0.0337,0.0211,0.868,0.175,0.619,116.013,4,minimal-techno,happy,0.05998600000000003,Arcadia by Apparat with mood happy
28740,1mOTkpuObmqNYrSxxsj9Ll,Barrington Levy,"Original Ragga Muffin, Pt. 1",On the Telephone,27,226246,False,0.817,0.438,9,-7.85,0,0.107,0.000859,0.00572,0.127,0.517,78.652,4,dub,calm,0.10633300000000001,On the Telephone by Barrington Levy with mood calm
107025,6chzhMrYEnKH2bAE8WdiuS,a-ha,80's,Take On Me,0,228520,False,0.524,0.931,6,-6.444,0,0.0472,0.0115,0.00187,0.0588,0.811,169.441,4,synth-pop,happy,0.10968200000000004,Take On Me by a-ha with mood happy
52671,1vYK7vui1sE6cuIsxJnppQ,George Jones,Done Gone,Hearts in My Dreams,11,153333,False,0.385,0.416,5,-7.789,1,0.0296,0.876,0.00233,0.21,0.652,115.362,3,honky-tonk,calm,0.055760000000000004,Hearts in My Dreams by George Jones with mood calm
12851,3tzjn5ILVuHc4eSLTH60lY,Jace Chan,Long D,Long D,50,221538,False,0.72,0.492,10,-8.977,1,0.144,0.734,1.92e-06,0.137,0.377,143.038,4,cantopop,neutral,0.19059300000000004,Long D by Jace Chan with mood neutral
110609,0dRdMPNSXkevcUyzIiQiE6,E-Mov;Quantum;Keren Porat Snapir,Takitadhina,Takitadhina,35,406666,False,0.636,0.9,1,-6.808,1,0.0393,0.00428,0.819,0.328,0.376,143.992,4,trance,energetic,0.26977600000000007,Takitadhina by E-Mov;Quantum;Keren Porat Snapir with mood energetic
45025,1GQ3Clp4Mvs7f0qt0hLotX,Antonio Garcia Isaac;Roberto Aguilar;Felipe Gutierrez,Trios,Esta Melodia,36,188963,False,0.699,0.634,9,-5.768,1,0.0355,0.825,0.866,0.0886,0.68,118.12,4,guitar,happy,0.015556000000000002,Esta Melodia by Antonio Garcia Isaac;Roberto Aguilar;Felipe Gutierrez with mood happy
8745,7zUfqPm38dwq5HnKnRg71T,Allen Toussaint,New Orleans Voodoo Soul,Lovie,0,181840,False,0.653,0.402,0,-11.785,1,0.0476,0.623,0.814,0.112,0.453,88.643,4,blues,neutral,0.159613,Lovie by Allen Toussaint with mood neutral
39915,0sGxdHIZbbJCHY05hAixUe,STANOVSKY,Tiefenrausch,Glauben,38,174464,False,0.511,0.448,4,-10.358,1,0.0826,0.886,0.0178,0.113,0.0798,92.607,4,german,neutral,0.5417920400000001,Glauben by STANOVSKY with mood neutral
81871,2XXea7eZyOyQWHHs4s7yI2,Darshan Raval,Ek Tarfa - Reprise,Ek Tarfa - Reprise,64,241599,False,0.32,0.453,1,-9.537,0,0.0329,0.889,2.6e-06,0.1,0.444,72.424,4,pop,neutral,0.148345,Ek Tarfa - Reprise by Darshan Raval with mood neutral
22074,4fY2JR0REUiykvzRw61sk9,Amon Amarth,Put Your Back Into The Oar,Put Your Back Into The Oar,60,277893,False,0.477,0.934,4,-8.199,0,0.0554,0.000392,0.254,0.343,0.328,139.947,4,death-metal,energetic,0.3343400000000001,Put Your Back Into The Oar by Amon Amarth with mood energetic
70572,7BPtIXCBWvbl1HqEosWvmK,Fan Yi Chen,范逸臣第一張個人專輯,I Believe,55,288773,False,0.569,0.287,7,-8.117,1,0.0288,0.736,0.0,0.124,0.148,129.935,4,mandopop,sad,0.523073,I Believe by Fan Yi Chen with mood sad
65549,6HUBMSP66XE9nWMoMYhqo1,Yuvan Shankar Raja,Kazhugoo (Original Motion Picture Soundtrack),Paathagathi Kannupattu,49,270813,False,0.836,0.541,3,-7.134,0,0.0374,0.666,0.0132,0.0867,0.452,142.358,3,k-pop,neutral,0.12458500000000002,Paathagathi Kannupattu by Yuvan Shankar Raja with mood neutral
25352,6cDWbP0Hn5kXwZlMtWysTK,Roosevelt,Polydans,Strangers,43,220726,False,0.65,0.883,0,-4.711,0,0.0712,0.0714,0.835,0.079,0.891,106.014,4,disco,happy,0.08837000000000002,Strangers by Roosevelt with mood happy
20301,7vGuf3Y35N4wmASOKLUVVU,Marshmello;Khalid,Silence,Silence,81,180822,False,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4,dance,energetic,0.290117,Silence by Marshmello;Khalid with mood energetic
58254,79XNbTRe7WKZwnttyvkuIy,Celldweller,Soundtrack For The Voices In My Head Vol. 01,Through The Gates,31,95106,False,0.43,0.728,10,-8.601,1,0.0365,0.000242,0.895,0.0909,0.263,134.941,4,industrial,energetic,0.30475300000000005,Through The Gates by Celldweller with mood energetic
38055,7kyiHjkFdmHcYcIJtFAdaF,No Vacation,Yam Yam,Yam Yam,66,216038,False,0.445,0.591,7,-9.004,0,0.0316,0.319,0.766,0.107,0.0774,137.864,4,garage,neutral,0.52223176,Yam Yam by No Vacation with mood neutral
88551,3WkibOpDF7cQ5xntM1epyf,Shaggy;Rik Rok,Hot Shot,It Wasn't Me,79,227600,False,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,4,reggae,happy,0.021352000000000006,It Wasn't Me by Shaggy;Rik Rok with mood happy
27837,006c9li2Mybyg5vm6doEfO,Logistics;Zara Kershaw,Electric Sun,Finish Line,16,249696,False,0.479,0.898,2,-4.475,0,0.0452,0.00112,0.0703,0.373,0.0394,174.002,4,drum-and-bass,energetic,0.66731636,Finish Line by Logistics;Zara Kershaw with mood energetic
62951,3oZ1DkKe2ZcvPh5Ffv6L0c,yama,a.m.3:21,a.m.3:21,54,208409,False,0.634,0.736,5,-5.006,0,0.109,0.295,0.00011,0.215,0.752,110.169,4,j-pop,happy,0.020800000000000006,a.m.3:21 by yama with mood happy
92658,5ayybTSXNwcarDtxQKqvWX,Ricky Nelson,Ricky Nelson (Expanded Edition / Remastered),Poor Little Fool - Remastered,53,153933,False,0.474,0.338,0,-11.528,1,0.0299,0.648,0.0,0.13,0.81,154.596,4,rockabilly,calm,0.06874399999999999,Poor Little Fool - Remastered by Ricky Nelson with mood calm
13488,25Tai90aOlq82BGovSKtw7,Mark Farina;Kaskade,To Do,To Do - Kaskade's Carry On Mix,8,369653,False,0.839,0.707,0,-8.153,1,0.0674,0.00346,0.739,0.478,0.753,126.003,4,chicago-house,happy,0.013658000000000002,To Do - Kaskade's Carry On Mix by Mark Farina;Kaskade with mood happy
79510,77axyFLRvnyWiI6abb8cbB,Claribel Ramón,"De perdidos, al río","De perdidos, al río",42,117374,False,0.51,0.0238,7,-31.104,1,0.0402,0.993,0.923,0.12,0.18,53.459,4,piano,sad,0.7164064400000001,"De perdidos, al río by Claribel Ramón with mood sad"
50889,0mOPUtBnhWd5CUY9lWeWYu,Almafuerte,En Vivo All Boys,Trillando la Fina - En Vivo All Boys,21,197683,False,0.263,0.956,9,-6.249,1,0.108,0.00509,8.63e-06,0.919,0.502,139.323,4,heavy-metal,energetic,0.21554,Trillando la Fina - En Vivo All Boys by Almafuerte with mood energetic
52893,2O3nenUcckL7ATMPQVvXVH,George Jones,Wine Colored Roses,Don't Leave Without Taking Your Silver,10,163133,False,0.604,0.205,9,-16.101,1,0.0391,0.698,0.0,0.161,0.309,87.049,3,honky-tonk,sad,0.39710600000000007,Don't Leave Without Taking Your Silver by George Jones with mood sad
104487,5yFFAIv1yNy3dPLEEcIKFP,Soraya,Soraya,Miento,31,313506,False,0.505,0.864,11,-5.981,0,0.0668,0.135,0.0,0.28,0.414,89.941,4,spanish,energetic,0.21869200000000005,Miento by Soraya with mood energetic
69115,59kfZZirlpZcomBOYYfP4Z,K. S. Harisankar,"Sayahna Theerangalil (From ""Karnan Napoleon Bhagat Singh"")",Sayahna Theerangalil,42,233333,False,0.619,0.368,1,-12.116,0,0.0837,0.814,2.14e-05,0.118,0.447,90.007,4,malay,neutral,0.178433,Sayahna Theerangalil by K. S. Harisankar with mood neutral
48111,3gY6tiCNsuVi6s8kPV6aQg,Nas,I Am...,Nas Is Like,67,237026,True,0.634,0.845,11,-5.058,0,0.352,0.00602,5.29e-06,0.0598,0.929,94.0,4,hardcore,happy,0.076666,Nas Is Like by Nas with mood happy
72638,4MNnfcIuCrmCymkLSXtXCl,Fire From The Gods,American Sun,Right Now,60,225026,False,0.494,0.916,1,-4.734,0,0.233,0.00112,4.43e-06,0.0996,0.433,89.468,4,metalcore,energetic,0.23454500000000006,Right Now by Fire From The Gods with mood energetic
4489,2FQviMkaoixlgWuGL4u1EO,Aphex Twin,Selected Ambient Works 85-92,I,55,77346,False,0.183,0.0896,2,-27.54,1,0.0486,0.989,0.899,0.107,0.0326,76.923,3,ambient,sad,0.8494109200000001,I by Aphex Twin with mood sad
59593,5gIvHjymgQ8X3qyAgH5Udl,Kiawasch Sahebnassagh;Amirhosein Allah Yari,Forty Poems To Kharaghan,Rubai 6 To 8,0,193053,False,0.348,0.183,0,-16.052,1,0.0414,0.72,0.0198,0.138,0.0898,124.156,4,iranian,sad,0.67827304,Rubai 6 To 8 by Kiawasch Sahebnassagh;Amirhosein Allah Yari with mood sad
56653,42qNWdLKCI41S4uzfamhFM,bôa,Twilight,Duvet,77,203600,False,0.583,0.888,11,-9.414,0,0.0349,0.191,4.58e-05,0.0936,0.706,93.206,4,indie-pop,happy,0.09178000000000003,Duvet by bôa with mood happy
23914,3ddsRCIG5TcpytqsfTOnX1,Disciples,They Don't Know (Radio Edit),They Don't Know - Radio Edit,57,161726,False,0.801,0.79,0,-4.436,0,0.0467,0.0135,0.586,0.0522,0.874,120.006,4,deep-house,happy,0.041576000000000016,They Don't Know - Radio Edit by Disciples with mood happy
76638,68tVrfQ1gWhau7U6WTVdhL,Emmerich Kálmán;Anneliese Rothenberger;Willy Mattes;Symphonieorchester Graunke,Die Csárdásfürstin,"Die Csárdásfürstin · Operette in 3 Akten (1988 Digital Remaster), Dritter Akt: Tausend kleine Engel singen (Sylva - Stasi - Edwin - Boni)",21,66600,False,0.2,0.232,2,-13.084,1,0.0331,0.958,0.000392,0.537,0.278,80.074,4,opera,sad,0.407908,"Die Csárdásfürstin · Operette in 3 Akten (1988 Digital Remaster), Dritter Akt: Tausend kleine Engel singen (Sylva - Stasi - Edwin - Boni) by Emmerich Kálmán;Anneliese Rothenberger;Willy Mattes;Symphonieorchester Graunke with mood sad"
61324,1flmLVlKmcMDXh6ESfW6bU,Akina Nakamori,コンプリート・シングル・コレクションズ〜ファースト・テン・イヤーズ<ライノ・プレミアム・エディション>,禁区,25,229560,False,0.739,0.717,6,-4.015,0,0.0297,0.459,6.18e-06,0.232,0.879,133.83,4,j-idol,happy,0.019929999999999993,禁区 by Akina Nakamori with mood happy
105467,0ps8AEK7yyrTjM2DAO7gKN,static breather,Oxydation,Oxydation,34,148500,False,0.719,0.396,6,-12.47,1,0.0773,0.0702,0.275,0.0815,0.529,159.964,4,study,calm,0.11505699999999999,Oxydation by static breather with mood calm
43382,5oJaiEzZIgmFDtIv0dZc08,Sarah Oliveira;BRAVE,Vitorioso És,Vitorioso És,30,528746,False,0.364,0.552,7,-6.5,1,0.0322,0.0877,7.85e-06,0.0981,0.0355,139.943,4,groove,neutral,0.5867642500000001,Vitorioso És by Sarah Oliveira;BRAVE with mood neutral
95867,2NfVzt5hIFhLhJvVxNzgRK,Billo's,Clásicos de Oro de la Billo Caracas Boy's,Juanita Bonita,29,173800,False,0.827,0.296,5,-14.082,1,0.196,0.741,0.000799,0.118,0.688,81.357,4,salsa,calm,0.10496000000000003,Juanita Bonita by Billo's with mood calm
15541,0ywYfM7AOcyvOql97K6O5p,Devin Kennedy,Poetry,Follow Through,58,140445,False,0.585,0.51,7,-8.056,1,0.0705,0.818,5.81e-06,0.28,0.622,78.324,4,chill,calm,0.039784000000000014,Follow Through by Devin Kennedy with mood calm
36529,4uoF7cX5NXaj1K4FuNROhB,Spider ZED,Jeune intermittent,Chaussettes,34,178961,True,0.886,0.745,11,-8.124,0,0.0395,0.633,0.00855,0.111,0.537,129.978,4,french,energetic,0.09019400000000001,Chaussettes by Spider ZED with mood energetic
61419,17YtmWpKGWBMXeMZtPY8sl,E-girls,"Easy come, Easy go","Easy come, Easy go",23,167300,False,0.694,0.812,4,-4.371,0,0.054,0.111,0.0,0.0181,0.888,85.02,4,j-idol,happy,0.052688000000000026,"Easy come, Easy go by E-girls with mood happy"
40905,0g9ZJthUXOHRZi8VGlTeg1,Dunamis Music;MORADA,The Send Brasil ONLINE,Emaús,38,390838,False,0.355,0.741,11,-5.185,1,0.0498,0.322,0.0,0.105,0.22,139.997,4,gospel,energetic,0.35628100000000007,Emaús by Dunamis Music;MORADA with mood energetic
42779,2GHIpSCimS8htqihlu7GKH,Burnt By The Sun,Soundtrack to the Personal Revolution,Soundtrack To The Worst Movie Ever,12,152733,False,0.293,0.955,6,-4.705,0,0.175,2.94e-05,0.948,0.0463,0.185,106.652,3,grindcore,energetic,0.50425,Soundtrack To The Worst Movie Ever by Burnt By The Sun with mood energetic
92789,5717wNTWOLzodTCch2hpt5,Matchbox,The Platinum Collection,Buzz Buzz a Diddle It,23,174840,False,0.691,0.908,7,-4.504,1,0.0753,0.453,1.06e-05,0.597,0.901,116.241,4,rockabilly,happy,0.10506500000000003,Buzz Buzz a Diddle It by Matchbox with mood happy
110990,5INYQIy7OzwoN4Ww5dx4Zl,NG Rezonance;Costa Pantazis,Prometheus,Prometheus - Costa Pantazis Remix Edit,28,200665,False,0.473,0.863,7,-3.536,0,0.0769,0.0148,0.104,0.376,0.483,139.925,4,trance,energetic,0.16965800000000003,Prometheus - Costa Pantazis Remix Edit by NG Rezonance;Costa Pantazis with mood energetic
24407,3tfpMkC7BWtxNPeq3Xfcfb,Surgeon,Luminosity Device,Master of All Visible Shapes,7,386535,False,0.511,0.733,1,-12.591,1,0.0668,0.00242,0.852,0.112,0.0399,119.978,4,detroit-techno,energetic,0.5954410099999999,Master of All Visible Shapes by Surgeon with mood energetic
11172,0DwaOWI1kC2s98qLj0LTDd,Billie Marten,Writing of Blues and Yellows (Deluxe Version),La Lune,63,187266,False,0.296,0.342,2,-11.879,1,0.0471,0.882,0.000967,0.0748,0.0794,52.001,4,british,sad,0.5858283599999999,La Lune by Billie Marten with mood sad
39817,7kDSAQQkmuqECgUBWcozrm,FFRAGEZEICHEN,FR EP 2,Passed Out,38,125000,True,0.9,0.573,1,-6.431,1,0.353,0.118,0.0,0.0869,0.236,100.015,4,german,neutral,0.318825,Passed Out by FFRAGEZEICHEN with mood neutral
11202,6NdG17SJBXKJeYS67f7E74,Adele,25,I Miss You,60,348625,False,0.382,0.578,5,-4.246,1,0.047,0.00982,1.44e-05,0.433,0.156,113.072,4,british,neutral,0.41522000000000003,I Miss You by Adele with mood neutral
49114,4kXOY43PzzmUSAEitFeuwI,Sub Zero Project,Renaissance Of Rave,200 Beathoven,57,71438,False,0.55,0.979,8,-3.225,1,0.118,0.0223,0.221,0.107,0.325,100.079,5,hardstyle,energetic,0.369266,200 Beathoven by Sub Zero Project with mood energetic
74241,2p2kOnRSj1oADccqAWOfwt,Roupa Nova,Roupacústico (Ao Vivo),Sapato Velho - Ao Vivo,45,237813,False,0.43,0.524,9,-10.075,1,0.0306,0.758,0.0,0.98,0.559,160.198,3,mpb,calm,0.06385699999999998,Sapato Velho - Ao Vivo by Roupa Nova with mood calm
106930,2KZXF3p2o5oNl4dYme5zhH,Melissa Horn,Om du vill vara med mig,Säg att du behöver mig,34,266346,False,0.375,0.32,3,-12.406,1,0.0303,0.715,0.000559,0.116,0.226,146.064,4,swedish,sad,0.40787600000000007,Säg att du behöver mig by Melissa Horn with mood sad
111658,11VKZIFqVjUnmizg4FTbUv,DJ Shadow;Terry Reid,Reconstructed : The Best Of DJ Shadow,Listen,19,179880,False,0.702,0.826,5,-7.357,1,0.0312,0.0345,0.00338,0.0414,0.867,112.03,4,trip-hop,happy,0.05556499999999998,Listen by DJ Shadow;Terry Reid with mood happy
105499,4RQsX0hbGFdGYACSVczk1M,"Sarah, the Illstrumentalist",Constellations,Gemini Pollux,10,137906,False,0.824,0.416,11,-9.273,1,0.104,0.0137,0.479,0.549,0.351,86.021,4,study,neutral,0.23545700000000006,"Gemini Pollux by Sarah, the Illstrumentalist with mood neutral"
69276,3d93Il9hPa1YJLBMD9xAGd,Sujatha;Madhu Balakrishnan,Rock n' Roll (Original Motion Picture Soundtrack),Manjadi Mazha,33,262346,False,0.669,0.683,4,-4.994,1,0.0279,0.284,0.000156,0.278,0.635,126.017,4,malay,happy,0.034114000000000026,Manjadi Mazha by Sujatha;Madhu Balakrishnan with mood happy
52221,4faPBCv5aMcBI4scs5PAI8,Floyd Cramer,What A Beautiful Day,Unchained Melody,17,192160,False,0.427,0.172,0,-15.017,1,0.0269,0.725,0.51,0.0795,0.393,81.033,4,honky-tonk,sad,0.348833,Unchained Melody by Floyd Cramer with mood sad
95821,2XO4ndxUTWvbD5OpWEcko7,Servando & Florentino,En Tu Cuarto,Me Vas a Recordar,29,325726,False,0.595,0.372,10,-16.043,1,0.615,0.121,0.0,0.303,0.347,145.988,4,salsa,sad,0.25719300000000006,Me Vas a Recordar by Servando & Florentino with mood sad
59633,52td3s1ekJ7PawvwqwPEWc,Martin Shamoonpour,8 Bit,Bahare Delneshin (Ruhollah Khaleghi),0,116866,False,0.506,0.883,9,-4.256,0,0.111,0.744,0.742,0.0897,0.395,140.13,3,iranian,energetic,0.24411400000000005,Bahare Delneshin (Ruhollah Khaleghi) by Martin Shamoonpour with mood energetic
109937,5QpfdQa7ctDt3A2eEOIqCq,LTGTR;92 Sounds,Everytime,Everytime - 92 Sounds Remix,24,164571,False,0.698,0.785,4,-9.315,0,0.0671,0.0622,0.00203,0.28,0.694,123.999,4,techno,happy,0.04546100000000004,Everytime - 92 Sounds Remix by LTGTR;92 Sounds with mood happy
69292,1uTrcXusauubnuPuosIR9D,Sujatha;Shyam Dharman,Kana Kanmani (Original Motion Picture Soundtrack),Muthe Muthe - Duet Version,33,328213,False,0.576,0.528,4,-6.669,1,0.0287,0.415,0.0,0.225,0.469,125.995,3,malay,neutral,0.11474500000000004,Muthe Muthe - Duet Version by Sujatha;Shyam Dharman with mood neutral
16310,6mVZ46TZ8S4XLknpAXUfhI,M. S. Subbulakshmi,Anubhti - The 'MS' Experience,Pibare Ramarasam - Yamunakalyani - Adi,40,187480,False,0.469,0.477,11,-9.399,1,0.0401,0.995,0.89,0.41,0.6,84.425,4,classical,calm,0.055129000000000025,Pibare Ramarasam - Yamunakalyani - Adi by M. S. Subbulakshmi with mood calm
78857,7sNG5C3APxp9DBwSH45rIU,Remmi Demmi Boys,Auf Malle saufen alle,Auf Malle saufen alle,24,187987,False,0.656,0.959,5,-2.856,1,0.0711,0.0378,0.0,0.33,0.535,140.059,4,party,energetic,0.199106,Auf Malle saufen alle by Remmi Demmi Boys with mood energetic
83253,5wk4ccb7pQYrFgxfkeuZOQ,Don Diablo;PnB Rock;Boaz van de Beatz,No Piensa,No Piensa,63,149268,False,0.738,0.651,10,-7.511,0,0.289,0.073,0.0,0.121,0.289,123.001,4,progressive-house,neutral,0.2637220000000001,No Piensa by Don Diablo;PnB Rock;Boaz van de Beatz with mood neutral
37415,48zE1jY1K1oqjpD3G6UGfH,MC Cabelinho;Ajaxx,OUTRO PATAMAR,OUTRO PATAMAR,48,206608,True,0.795,0.665,7,-5.419,0,0.101,0.694,0.0,0.163,0.481,114.905,4,funk,neutral,0.10598600000000005,OUTRO PATAMAR by MC Cabelinho;Ajaxx with mood neutral
